GAME_DATE,MATCHUP,opponent,Player_ID,Game_ID,is_home,rest_days,pts_avg_5,pts_avg_10,min_avg_5,min_avg_10,fga_avg_5,fta_avg_5,usage_avg_5,pts_allowed_avg_10,pts_allowed_avg_10.1,pace_proxy_avg_10,star_pts_allowed_avg_10,label_pts,player_name
2025-01-04,MIN @ DET,DET,1630162,22400479,0,2.0,19.8,20.0,37.4,35.3,17.8,2.4,21.656,116.0,116.0,231.1,115.1,53,anthony_edwards
2025-01-04,DET vs. MIN,MIN,1630595,22400479,1,1.0,21.4,23.5,32.6,35.0,20.2,4.0,25.56,109.4,109.4,216.1,106.7,40,cade_cunningham
2025-01-04,MIL vs. POR,POR,203507,22400483,1,2.0,31.8,32.4,35.2,35.2,21.0,12.6,29.944,119.2,119.2,230.0,110.8,31,giannis_antetokounmpo
2025-01-04,NYK @ CHI,CHI,1628973,22400482,0,1.0,28.2,25.1,39.0,37.1,23.0,8.2,28.608,115.2,115.2,226.0,110.8,33,jalen_brunson
2025-01-05,LAL @ HOU,HOU,2544,22400491,0,2.0,30.0,28.7,34.4,34.6,20.0,3.6,23.984,106.1,106.1,214.5,108.4,21,lebron_james
2025-01-05,OKC vs. BOS,BOS,1628983,22400487,1,2.0,31.8,33.7,32.4,34.7,20.0,7.4,25.856,103.9,103.9,220.8,116.9,33,shai_gilgeous-alexander
2025-01-05,GSW vs. SAC,SAC,201939,22400492,1,3.0,22.2,21.9,33.0,32.7,17.6,1.2,21.128,116.3,116.3,229.3,113.0,26,stephen_curry
2025-01-06,MIN vs. LAC,LAC,1630162,22400500,1,2.0,25.2,23.0,38.4,36.4,19.2,4.8,24.512,109.3,109.3,219.7,110.4,37,anthony_edwards
2025-01-06,DET vs. POR,POR,1630595,22400493,1,2.0,25.4,24.6,33.2,35.3,21.0,5.0,26.4,118.7,118.7,230.2,111.5,32,cade_cunningham
2025-01-06,MIL @ TOR,TOR,203507,22400497,0,2.0,30.6,31.3,35.6,35.2,21.6,11.0,29.44,122.5,122.5,231.0,108.5,11,giannis_antetokounmpo
2025-01-06,NYK vs. ORL,ORL,1628973,22400496,1,2.0,30.8,27.0,38.0,36.8,22.4,9.0,28.360000000000003,102.8,102.8,201.6,98.8,24,jalen_brunson
2025-01-07,MIN @ NOP,NOP,1630162,22400505,0,1.0,27.8,24.1,38.8,37.3,21.6,5.0,26.8,120.1,120.1,233.8,113.7,32,anthony_edwards
2025-01-07,LAL @ DAL,DAL,2544,22400504,0,2.0,28.6,27.9,34.6,35.3,20.0,2.6,23.544,111.6,111.6,220.0,108.4,18,lebron_james
2025-01-07,GSW vs. MIA,MIA,201939,22400508,1,2.0,25.4,21.5,32.0,32.2,17.4,1.6,21.304,112.3,112.3,219.9,107.6,31,stephen_curry
2025-01-08,DET @ BKN,BKN,1630595,22400513,0,2.0,25.2,26.0,33.4,35.7,20.8,3.8,25.872000000000003,108.8,108.8,209.6,100.8,13,cade_cunningham
2025-01-08,MIL vs. SAS,SAS,203507,22400516,1,2.0,26.4,29.6,33.8,35.3,20.2,7.8,27.832,107.9,107.9,220.8,112.9,25,giannis_antetokounmpo
2025-01-08,NYK vs. TOR,TOR,1628973,22400511,1,2.0,30.4,26.3,37.8,36.6,22.4,9.8,28.912,123.9,123.9,232.4,108.5,13,jalen_brunson
2025-01-08,OKC @ CLE,CLE,1628983,22400509,0,3.0,34.0,33.8,33.6,34.8,21.6,7.8,27.032,108.6,108.6,233.8,125.2,31,shai_gilgeous-alexander
2025-01-09,MIN @ ORL,ORL,1630162,22400519,0,2.0,31.4,25.6,38.8,37.7,21.8,6.0,27.840000000000003,102.2,102.2,202.2,100.0,21,anthony_edwards
2025-01-09,DET vs. GSW,GSW,1630595,22400518,1,1.0,24.4,25.3,32.6,33.8,19.2,3.8,24.472,111.0,111.0,219.4,108.4,32,cade_cunningham
2025-01-09,GSW @ DET,DET,201939,22400518,0,2.0,24.0,22.7,31.4,32.1,17.0,1.4,20.816,112.0,112.0,227.7,115.7,17,stephen_curry
2025-01-10,MIL @ ORL,ORL,203507,22400526,0,2.0,24.8,29.0,35.0,35.3,20.0,7.2,27.168,102.1,102.1,201.1,99.0,41,giannis_antetokounmpo
2025-01-10,NYK vs. OKC,OKC,1628973,22400529,1,2.0,22.0,26.2,36.0,37.1,18.8,7.2,23.768,104.7,104.7,220.3,115.6,27,jalen_brunson
2025-01-10,OKC @ NYK,NYK,1628983,22400529,0,2.0,33.2,33.4,35.6,35.0,23.2,7.4,29.256,112.2,112.2,230.6,118.4,39,shai_gilgeous-alexander
2025-01-11,MIN vs. MEM,MEM,1630162,22400535,1,2.0,31.6,25.8,38.2,37.4,23.2,7.0,29.48,120.0,120.0,242.8,122.8,15,anthony_edwards
2025-01-11,DET vs. TOR,TOR,1630595,22400534,1,2.0,27.0,25.2,33.8,33.9,20.6,5.0,26.2,126.0,126.0,235.4,109.4,22,cade_cunningham
2025-01-12,MIL @ NYK,NYK,203507,22400539,0,2.0,27.0,30.1,35.4,35.4,21.8,6.6,28.904000000000003,112.3,112.3,226.9,114.6,24,giannis_antetokounmpo
2025-01-12,NYK vs. MIL,MIL,1628973,22400539,1,2.0,23.8,25.0,35.4,36.4,18.4,8.6,24.384,106.4,106.4,219.4,113.0,44,jalen_brunson
2025-01-12,OKC @ WAS,WAS,1628983,22400545,0,2.0,33.0,34.8,34.6,34.1,22.8,7.2,28.568,122.6,122.6,234.5,111.9,27,shai_gilgeous-alexander
2025-01-13,MIN @ WAS,WAS,1630162,22400548,0,2.0,31.6,25.7,38.8,38.1,22.6,7.6,29.944,123.9,123.9,234.8,110.9,41,anthony_edwards
2025-01-13,DET @ NYK,NYK,1630595,22400549,0,2.0,27.8,24.6,35.4,34.0,20.0,5.6,27.064,111.5,111.5,228.4,116.9,36,cade_cunningham
2025-01-13,NYK vs. DET,DET,1628973,22400549,1,1.0,28.2,28.2,33.2,36.1,19.0,9.0,24.76,109.0,109.0,222.2,113.2,31,jalen_brunson
2025-01-13,LAL vs. SAS,SAS,2544,22400552,1,5.0,26.0,25.8,34.2,34.5,18.0,2.8,21.832,107.4,107.4,217.5,110.1,18,lebron_james
2025-01-13,GSW @ TOR,TOR,201939,22400550,0,4.0,23.0,21.8,31.6,32.2,16.8,2.4,20.656,126.9,126.9,236.7,109.8,26,stephen_curry
2025-01-14,MIL vs. SAC,SAC,203507,22400558,1,2.0,26.4,29.1,34.2,34.7,21.2,6.6,28.504,114.1,114.1,232.2,118.1,33,giannis_antetokounmpo
2025-01-14,OKC @ PHI,PHI,1628983,22400555,0,2.0,32.6,33.4,34.6,33.6,22.8,8.8,29.672000000000004,111.3,111.3,222.7,111.4,32,shai_gilgeous-alexander
2025-01-15,MIN vs. GSW,GSW,1630162,22400565,1,2.0,29.2,27.2,37.2,37.8,21.4,6.8,28.592,109.7,109.7,215.4,105.7,28,anthony_edwards
2025-01-15,MIL vs. ORL,ORL,203507,22400564,1,1.0,26.8,28.7,34.0,34.8,20.4,7.2,27.768,101.1,101.1,198.2,97.1,26,giannis_antetokounmpo
2025-01-15,NYK @ PHI,PHI,1628973,22400561,0,2.0,27.8,29.3,34.4,36.2,19.8,8.4,25.896000000000004,111.7,111.7,221.5,109.8,38,jalen_brunson
2025-01-15,LAL vs. MIA,MIA,2544,22400570,1,2.0,25.0,25.8,33.8,34.3,16.8,3.2,21.808,111.2,111.2,220.6,109.4,22,lebron_james
2025-01-15,GSW @ MIN,MIN,201939,22400565,0,2.0,26.0,24.2,32.8,33.3,17.4,3.2,22.208,109.7,109.7,220.8,111.1,31,stephen_curry
2025-01-16,DET vs. IND,IND,1630595,22400572,1,3.0,27.0,26.2,34.2,33.7,19.6,5.0,26.2,112.7,112.7,229.6,116.9,20,cade_cunningham
2025-01-16,OKC vs. CLE,CLE,1628983,22400574,1,2.0,32.4,32.1,33.8,33.1,20.6,9.0,27.96,115.3,115.3,239.1,123.8,40,shai_gilgeous-alexander
2025-01-17,MIN @ NYK,NYK,1630162,22400578,0,2.0,27.4,27.6,38.0,38.4,19.4,8.2,27.808,114.1,114.1,231.0,116.9,36,anthony_edwards
2025-01-17,MIL vs. TOR,TOR,203507,22400580,1,2.0,29.8,28.1,34.2,34.0,21.8,8.4,29.496,117.3,117.3,223.4,106.1,35,giannis_antetokounmpo
2025-01-17,NYK vs. MIN,MIN,1628973,22400578,1,2.0,30.6,30.5,36.2,37.0,20.0,8.2,26.608,110.1,110.1,221.4,111.3,26,jalen_brunson
2025-01-17,LAL vs. BKN,BKN,2544,22400585,1,2.0,21.8,26.1,34.2,34.7,14.8,3.2,19.408,116.7,116.7,220.0,103.3,29,lebron_james
2025-01-18,MIN vs. CLE,CLE,1630162,22400590,1,1.0,28.2,29.8,38.0,38.4,19.4,7.8,28.032,117.4,117.4,240.2,122.8,28,anthony_edwards
2025-01-18,DET vs. PHX,PHX,1630595,22400586,1,2.0,24.6,24.9,34.2,33.8,19.2,4.8,26.312,114.5,114.5,228.7,114.2,20,cade_cunningham
2025-01-18,GSW vs. WAS,WAS,201939,22400589,1,3.0,26.2,24.2,34.2,33.6,18.6,4.0,23.56,124.3,124.3,233.6,109.3,26,stephen_curry
2025-01-19,MIL vs. PHI,PHI,203507,22400594,1,2.0,31.8,28.3,34.0,34.5,21.6,10.6,30.664,114.3,114.3,222.3,108.0,34,giannis_antetokounmpo
2025-01-19,LAL @ LAC,LAC,2544,22400596,0,2.0,21.6,25.8,35.2,34.8,14.2,3.2,19.208,103.6,103.6,213.1,109.5,25,lebron_james
2025-01-19,OKC vs. BKN,BKN,1628983,22400595,1,3.0,33.8,33.9,31.8,32.7,21.2,8.4,28.096000000000004,116.7,116.7,220.0,103.3,27,shai_gilgeous-alexander
2025-01-20,MIN @ MEM,MEM,1630162,22400601,0,2.0,29.6,30.6,39.0,38.6,20.0,7.2,28.367999999999995,119.6,119.6,241.3,121.7,32,anthony_edwards
2025-01-20,DET @ HOU,HOU,1630595,22400600,0,2.0,26.0,25.2,36.6,34.6,22.4,5.6,29.864,111.5,111.5,228.4,116.9,32,cade_cunningham
2025-01-20,NYK vs. ATL,ATL,1628973,22400602,1,3.0,33.2,27.6,36.4,36.2,22.0,8.4,28.696,117.6,117.6,234.9,117.3,34,jalen_brunson
2025-01-20,GSW vs. BOS,BOS,201939,22400604,1,2.0,26.2,25.8,35.0,33.5,20.6,3.2,24.608,103.9,103.9,215.1,111.2,18,stephen_curry
2025-01-21,NYK @ BKN,BKN,1628973,22400606,0,1.0,34.6,29.2,37.6,36.5,22.6,8.2,29.008,116.4,116.4,218.5,102.1,17,jalen_brunson
2025-01-21,LAL vs. WAS,WAS,2544,22400610,1,2.0,22.4,25.5,35.0,34.8,15.0,4.0,20.96,125.5,125.5,233.1,107.6,21,lebron_james
2025-01-22,MIN @ DAL,DAL,1630162,22400614,0,2.0,33.0,32.3,38.8,38.8,21.2,9.4,30.336,112.8,112.8,221.5,108.7,21,anthony_edwards
2025-01-22,DET @ ATL,ATL,1630595,22400612,0,2.0,26.0,26.5,35.8,34.8,22.6,5.0,31.0,118.5,118.5,234.8,116.3,29,cade_cunningham
2025-01-22,OKC vs. UTA,UTA,1628983,22400618,1,3.0,33.0,33.1,30.0,32.8,18.6,9.6,25.424,113.3,113.3,226.2,112.9,54,shai_gilgeous-alexander
2025-01-22,GSW @ SAC,SAC,201939,22400619,0,2.0,23.6,23.8,33.8,32.6,19.4,3.4,23.296,113.0,113.0,235.1,122.1,14,stephen_curry
2025-01-23,MIL vs. MIA,MIA,203507,22400624,1,4.0,30.4,28.7,33.8,34.6,19.2,11.4,28.016,112.9,112.9,223.1,110.2,25,giannis_antetokounmpo
2025-01-23,LAL vs. BOS,BOS,2544,22400629,1,2.0,23.0,24.5,35.2,34.7,16.2,3.4,22.496,105.1,105.1,216.2,111.1,20,lebron_james
2025-01-23,OKC vs. DAL,DAL,1628983,22400625,1,1.0,36.0,34.5,31.6,33.1,21.4,11.6,29.304,113.3,113.3,223.5,110.2,31,shai_gilgeous-alexander
2025-01-23,GSW vs. CHI,CHI,201939,22400628,1,1.0,23.0,23.0,33.4,32.5,17.4,2.6,20.944,116.0,116.0,232.7,116.7,21,stephen_curry
2025-01-25,MIN vs. DEN,DEN,1630162,22400634,1,3.0,29.0,29.1,39.0,38.1,20.0,9.4,28.336,109.9,109.9,231.5,121.6,34,anthony_edwards
2025-01-25,DET @ ORL,ORL,1630595,22400638,0,3.0,27.4,27.6,35.2,35.3,23.0,4.8,31.712,107.7,107.7,203.0,95.3,35,cade_cunningham
2025-01-25,MIL @ LAC,LAC,203507,22400646,0,2.0,30.6,28.5,34.0,34.1,18.6,11.4,26.815999999999995,101.7,101.7,214.8,113.1,36,giannis_antetokounmpo
2025-01-25,NYK vs. SAC,SAC,1628973,22400641,1,4.0,29.2,28.7,39.6,36.4,21.0,7.4,27.056,117.2,117.2,241.6,124.4,25,jalen_brunson
2025-01-25,LAL @ GSW,GSW,2544,22400644,0,2.0,23.4,24.2,35.0,34.4,18.0,3.0,23.12,114.2,114.2,221.4,107.2,25,lebron_james
2025-01-25,GSW vs. LAL,LAL,201939,22400644,1,2.0,22.0,24.0,32.6,32.7,17.8,1.8,20.792,108.0,108.0,217.6,109.6,13,stephen_curry
2025-01-26,OKC @ POR,POR,1628983,22400647,0,3.0,36.8,34.7,33.6,34.1,23.0,9.4,29.936,109.6,109.6,216.2,106.6,35,shai_gilgeous-alexander
2025-01-27,MIN vs. ATL,ATL,1630162,22400656,1,2.0,30.2,28.8,37.4,37.7,20.8,8.0,28.120000000000005,117.3,117.3,229.5,112.2,23,anthony_edwards
2025-01-27,DET @ CLE,CLE,1630595,22400649,0,2.0,27.2,27.1,36.4,35.3,23.8,5.4,33.376,119.2,119.2,239.7,120.5,22,cade_cunningham
2025-01-27,MIL @ UTA,UTA,203507,22400658,0,2.0,31.2,29.0,33.6,33.8,18.4,13.0,27.52,116.2,116.2,226.9,110.7,35,giannis_antetokounmpo
2025-01-27,NYK vs. MEM,MEM,1628973,22400653,1,2.0,28.0,27.9,39.0,36.7,19.6,6.4,24.816,115.0,115.0,240.2,125.2,20,jalen_brunson
2025-01-27,LAL @ CHA,CHA,2544,22400648,0,2.0,24.0,22.9,34.4,34.3,20.0,3.0,25.32,110.3,110.3,222.2,111.9,22,lebron_james
2025-01-28,MIL @ POR,POR,203507,22400662,0,1.0,33.0,31.4,35.0,34.6,20.0,13.4,28.496,111.4,111.4,216.9,105.5,39,giannis_antetokounmpo
2025-01-28,LAL @ PHI,PHI,2544,22400660,0,1.0,22.6,22.1,34.6,34.9,20.0,3.6,25.584,118.1,118.1,228.6,110.5,31,lebron_james
2025-01-29,MIN @ PHX,PHX,1630162,22400672,0,2.0,27.6,27.9,36.8,37.4,20.6,9.8,28.112,112.0,112.0,227.9,115.9,33,anthony_edwards
2025-01-29,DET @ IND,IND,1630595,22400664,0,2.0,27.6,26.1,35.2,34.7,24.8,5.2,33.288,107.6,107.6,224.9,117.3,32,cade_cunningham
2025-01-29,NYK vs. DEN,DEN,1628973,22400668,1,2.0,24.4,27.5,35.0,35.6,18.0,5.0,21.800000000000004,114.0,114.0,234.9,120.9,30,jalen_brunson
2025-01-29,OKC @ GSW,GSW,1628983,22400673,0,3.0,37.4,34.9,34.4,34.1,25.0,9.6,31.624,112.0,112.0,221.7,109.7,52,shai_gilgeous-alexander
2025-01-29,GSW vs. OKC,OKC,201939,22400673,1,4.0,18.4,22.3,31.6,32.9,17.0,1.8,20.392,109.1,109.1,230.8,121.7,21,stephen_curry
2025-01-30,MIN @ UTA,UTA,1630162,22400677,0,1.0,28.6,29.1,36.6,37.8,20.2,10.4,28.976,118.5,118.5,227.9,109.4,36,anthony_edwards
2025-01-30,LAL @ WAS,WAS,2544,22400674,0,2.0,23.8,23.1,34.2,34.6,19.2,4.6,25.824,120.7,120.7,222.5,101.8,24,lebron_james
2025-01-31,DET vs. DAL,DAL,1630595,22400680,1,2.0,30.0,28.0,35.6,36.1,24.0,5.6,32.664,115.3,115.3,228.9,113.6,40,cade_cunningham
2025-01-31,MIL @ SAS,SAS,203507,22400684,0,3.0,33.8,32.8,35.2,34.6,20.8,11.8,28.192,123.0,123.0,237.0,114.0,35,giannis_antetokounmpo
2025-01-31,GSW vs. PHX,PHX,201939,22400685,1,2.0,17.4,21.8,31.4,33.2,15.6,2.2,18.968,112.6,112.6,227.5,114.9,14,stephen_curry
2025-02-01,NYK vs. LAL,LAL,1628973,22400692,1,3.0,25.2,29.2,35.0,35.7,16.6,5.4,20.776,106.4,106.4,218.3,111.9,17,jalen_brunson
2025-02-01,LAL @ NYK,NYK,2544,22400692,0,2.0,24.4,23.7,32.4,33.8,19.4,5.0,25.2,113.4,113.4,234.4,121.0,33,lebron_james
2025-02-01,OKC vs. SAC,SAC,1628983,22400691,1,3.0,39.8,36.8,36.4,34.1,25.6,12.8,33.832,117.8,117.8,236.6,118.8,29,shai_gilgeous-alexander
2025-02-02,DET vs. CHI,CHI,1630595,22400695,1,2.0,31.6,28.8,35.6,35.7,25.6,5.2,32.688,115.5,115.5,225.3,109.8,22,cade_cunningham
2025-02-02,MIL vs. MEM,MEM,203507,22400699,1,2.0,34.0,32.2,34.8,34.3,22.0,11.8,29.792,118.9,118.9,243.3,124.4,30,giannis_antetokounmpo
2025-02-03,MIN vs. SAC,SAC,1630162,22400704,1,4.0,29.4,31.2,36.0,37.4,20.0,8.2,27.408,122.5,122.5,240.9,118.4,21,anthony_edwards
2025-02-03,DET vs. ATL,ATL,1630595,22400701,1,1.0,30.2,28.8,35.6,35.4,26.4,4.6,31.824,115.0,115.0,223.6,108.6,30,cade_cunningham
2025-02-03,NYK vs. HOU,HOU,1628973,22400702,1,2.0,21.8,28.2,35.2,36.4,16.6,4.6,21.024,112.7,112.7,227.8,115.1,42,jalen_brunson
2025-02-03,OKC vs. MIL,MIL,1628983,22400705,1,2.0,40.2,36.6,36.6,33.3,26.8,12.8,35.432,116.3,116.3,238.4,122.1,34,shai_gilgeous-alexander
2025-02-03,GSW vs. ORL,ORL,201939,22400708,1,3.0,16.6,20.1,32.2,33.0,15.2,2.4,18.456,113.5,113.5,212.7,99.2,24,stephen_curry
2025-02-04,NYK @ TOR,TOR,1628973,22400713,0,1.0,26.8,28.0,34.8,37.2,18.4,6.6,24.303999999999995,105.0,105.0,216.4,111.4,28,jalen_brunson
2025-02-04,LAL @ LAC,LAC,2544,22400715,0,3.0,27.0,25.2,33.6,34.3,20.6,5.4,27.176,107.6,107.6,221.6,114.0,26,lebron_james
2025-02-05,MIN vs. CHI,CHI,1630162,22400723,1,2.0,29.4,29.2,36.2,37.6,20.4,7.4,27.456,117.7,117.7,232.0,114.3,49,anthony_edwards
2025-02-05,DET vs. CLE,CLE,1630595,22400718,1,2.0,29.2,28.2,35.6,36.0,24.8,5.8,30.352,111.0,111.0,234.2,123.2,38,cade_cunningham
2025-02-05,OKC vs. PHX,PHX,1628983,22400724,1,2.0,36.2,36.1,33.6,32.6,23.6,9.8,30.912,113.8,113.8,229.3,115.5,50,shai_gilgeous-alexander
2025-02-05,GSW @ UTA,UTA,201939,22400725,0,2.0,18.6,20.8,32.2,32.8,17.2,3.8,21.072,121.2,121.2,233.3,112.1,32,stephen_curry
2025-02-06,MIN vs. HOU,HOU,1630162,22400729,1,1.0,32.4,31.3,37.0,37.2,21.4,10.2,30.088,111.0,111.0,222.1,111.1,41,anthony_edwards
2025-02-06,LAL vs. GSW,GSW,2544,22400731,1,2.0,27.2,25.6,32.8,33.6,18.2,7.2,25.568,115.8,115.8,228.8,113.0,42,lebron_james
2025-02-06,GSW @ LAL,LAL,201939,22400731,0,1.0,20.8,21.4,33.0,32.8,19.6,4.2,23.648,103.9,103.9,218.9,115.0,37,stephen_curry
2025-02-07,OKC vs. TOR,TOR,1628983,22400739,1,2.0,40.0,38.4,32.4,33.0,24.4,11.0,31.84,111.1,111.1,223.3,112.2,25,shai_gilgeous-alexander
2025-02-08,NYK vs. BOS,BOS,1628973,22400748,1,4.0,27.4,27.7,34.4,36.7,19.2,7.6,25.344,109.4,109.4,225.6,116.2,36,jalen_brunson
2025-02-08,OKC @ MEM,MEM,1628983,22400746,0,1.0,38.0,37.7,30.8,32.6,21.8,12.0,29.68,116.4,116.4,243.2,126.8,32,shai_gilgeous-alexander
2025-02-08,GSW @ CHI,CHI,201939,22400745,0,2.0,25.6,22.0,34.0,32.8,23.2,4.4,27.536,117.9,117.9,230.7,112.8,34,stephen_curry
2025-02-09,DET vs. CHA,CHA,1630595,22400752,1,4.0,32.4,30.0,36.6,35.9,25.4,7.6,31.544,111.3,111.3,218.4,107.1,19,cade_cunningham
2025-02-10,MIN @ CLE,CLE,1630162,22400755,0,4.0,36.0,31.8,37.6,37.2,22.4,10.6,31.464,114.0,114.0,238.2,124.2,44,anthony_edwards
2025-02-10,LAL vs. UTA,UTA,2544,22400768,1,4.0,31.2,26.9,33.2,33.9,19.8,8.2,27.208,122.9,122.9,236.4,113.5,24,lebron_james
2025-02-10,OKC vs. NOP,NOP,1628983,22400761,1,2.0,34.0,36.9,29.8,33.1,21.2,11.0,28.04,126.4,126.4,244.7,118.3,31,shai_gilgeous-alexander
2025-02-10,GSW @ MIL,MIL,201939,22400760,0,2.0,28.2,22.8,34.2,32.8,24.0,5.2,29.488,120.3,120.3,237.2,116.9,38,stephen_curry
2025-02-11,DET @ CHI,CHI,1630595,22400766,0,2.0,29.8,29.9,36.6,36.1,24.4,6.8,30.392,119.8,119.8,233.5,113.7,20,cade_cunningham
2025-02-11,NYK @ IND,IND,1628973,22400765,0,3.0,30.6,27.5,36.6,35.8,20.0,9.8,27.311999999999998,114.5,114.5,231.9,117.4,8,jalen_brunson
2025-02-12,MIN vs. MIL,MIL,1630162,22400776,1,2.0,38.2,33.4,37.0,36.8,24.0,11.4,33.416,123.2,123.2,238.7,115.5,28,anthony_edwards
2025-02-12,DET @ CHI,CHI,1630595,22400775,0,1.0,25.8,28.7,34.8,35.2,21.2,6.4,26.416,123.1,123.1,234.8,111.7,29,cade_cunningham
2025-02-12,NYK vs. ATL,ATL,1628973,22400773,1,1.0,26.2,25.7,34.0,34.5,19.0,8.4,25.896,116.9,116.9,230.2,113.3,36,jalen_brunson
2025-02-12,LAL @ UTA,UTA,2544,22400781,0,2.0,29.8,26.8,32.4,33.3,20.0,6.4,26.416,123.8,123.8,237.2,113.4,18,lebron_james
2025-02-12,OKC vs. MIA,MIA,1628983,22400778,1,2.0,34.4,37.3,30.0,33.3,21.2,10.6,27.264,112.5,112.5,217.3,104.8,32,shai_gilgeous-alexander
2025-02-12,GSW @ DAL,DAL,201939,22400782,0,2.0,33.0,24.8,34.8,33.5,26.0,6.4,32.016000000000005,121.4,121.4,239.9,118.5,25,stephen_curry
2025-02-13,MIN vs. OKC,OKC,1630162,22400787,1,1.0,36.6,33.0,37.4,36.7,27.0,11.0,36.040000000000006,108.3,108.3,233.2,124.9,23,anthony_edwards
2025-02-13,OKC @ MIN,MIN,1628983,22400787,0,1.0,34.0,35.1,33.2,33.4,21.8,11.8,27.992,109.0,109.0,224.2,115.2,24,shai_gilgeous-alexander
2025-02-13,GSW @ HOU,HOU,201939,22400784,0,1.0,33.2,25.9,35.4,33.8,26.4,5.6,32.264,110.2,110.2,218.0,107.8,27,stephen_curry
2025-02-19,LAL vs. CHA,CHA,2544,22400524,1,5.0,28.6,26.5,33.8,33.1,18.8,6.2,25.728,109.8,109.8,210.6,100.8,26,lebron_james
2025-02-20,MIL vs. LAC,LAC,203507,22400793,1,5.0,35.0,32.8,35.8,34.9,22.6,11.0,30.64,114.4,114.4,231.5,117.1,23,giannis_antetokounmpo
2025-02-20,NYK vs. CHI,CHI,1628973,22400792,1,5.0,30.0,25.9,34.6,34.9,19.6,9.0,26.16,122.8,122.8,234.9,112.1,22,jalen_brunson
2025-02-20,LAL @ POR,POR,2544,22400796,0,1.0,27.2,27.1,34.0,33.8,18.0,5.8,24.152,113.0,113.0,228.6,115.6,40,lebron_james
2025-02-21,MIN @ HOU,HOU,1630162,22400801,0,5.0,37.0,33.2,37.0,36.6,26.4,12.4,35.856,109.5,109.5,215.7,106.2,37,anthony_edwards
2025-02-21,DET @ SAS,SAS,1630595,22400802,0,5.0,27.2,28.7,35.0,35.3,20.4,8.2,26.808,117.9,117.9,235.8,117.9,25,cade_cunningham
2025-02-21,MIL @ WAS,WAS,203507,22400799,0,1.0,32.4,31.8,33.6,33.6,21.0,9.0,27.96,121.3,121.3,233.3,112.0,18,giannis_antetokounmpo
2025-02-21,NYK @ CLE,CLE,1628973,22400797,0,1.0,26.0,26.4,34.8,34.8,18.4,7.0,23.68,107.6,107.6,231.9,124.3,26,jalen_brunson
2025-02-21,OKC @ UTA,UTA,1628983,22400804,0,5.0,28.8,34.4,33.2,32.8,20.2,11.6,26.304,122.7,122.7,239.5,116.8,21,shai_gilgeous-alexander
2025-02-21,GSW @ SAC,SAC,201939,22400805,0,5.0,32.2,26.5,35.4,34.2,23.6,7.0,29.68,120.6,120.6,236.3,115.7,20,stephen_curry
2025-02-22,LAL @ DEN,DEN,2544,22400808,0,2.0,30.0,28.6,35.0,33.9,20.2,5.2,27.688,114.0,114.0,240.6,126.6,25,lebron_james
2025-02-23,MIN vs. OKC,OKC,1630162,22400820,1,2.0,34.6,33.5,37.4,37.2,27.2,10.8,35.552,107.7,107.7,232.4,124.7,29,anthony_edwards
2025-02-23,DET @ ATL,ATL,1630595,22400814,0,2.0,26.2,27.7,33.4,34.5,18.8,6.4,25.216,121.5,121.5,241.8,120.3,38,cade_cunningham
2025-02-23,MIL vs. MIA,MIA,203507,22400817,1,2.0,29.0,31.0,30.0,32.5,18.2,9.2,26.248,113.1,113.1,220.4,107.3,23,giannis_antetokounmpo
2025-02-23,NYK @ BOS,BOS,1628973,22400811,0,2.0,25.6,26.5,33.6,34.0,17.6,6.2,22.928,106.8,106.8,224.4,117.6,22,jalen_brunson
2025-02-23,OKC @ MIN,MIN,1628983,22400820,0,2.0,28.0,33.0,33.8,32.3,21.0,10.0,26.6,110.7,110.7,226.9,116.2,37,shai_gilgeous-alexander
2025-02-23,GSW vs. DAL,DAL,201939,22400812,1,2.0,28.8,27.2,34.2,34.1,19.2,6.4,24.416,119.2,119.2,235.9,116.7,30,stephen_curry
2025-02-24,MIN @ OKC,OKC,1630162,22400826,0,1.0,32.2,34.1,37.6,37.6,26.4,9.8,34.512,108.4,108.4,235.2,126.8,17,anthony_edwards
2025-02-24,DET vs. LAC,LAC,1630595,22400821,1,1.0,26.2,29.3,33.4,35.0,17.8,4.4,23.736,116.1,116.1,231.7,115.6,32,cade_cunningham
2025-02-24,OKC vs. MIN,MIN,1628983,22400826,1,1.0,29.0,31.5,34.6,32.2,20.6,9.0,26.76,112.4,112.4,227.1,114.7,39,shai_gilgeous-alexander
2025-02-25,MIL @ HOU,HOU,203507,22400831,0,2.0,25.8,29.8,29.2,32.2,17.0,7.2,23.968,111.8,111.8,219.7,107.9,27,giannis_antetokounmpo
2025-02-25,LAL vs. DAL,DAL,2544,22400835,1,3.0,26.6,28.9,34.0,33.6,19.0,3.8,25.472,118.2,118.2,231.4,113.2,27,lebron_james
2025-02-25,GSW vs. CHA,CHA,201939,22400834,1,2.0,28.0,28.1,33.2,33.7,19.4,5.4,23.776000000000003,116.0,116.0,216.1,100.1,15,stephen_curry
2025-02-26,DET vs. BOS,BOS,1630595,22400836,1,2.0,28.8,29.3,33.4,35.0,18.8,6.0,25.84,106.0,106.0,223.1,117.1,21,cade_cunningham
2025-02-26,NYK vs. PHI,PHI,1628973,22400838,1,3.0,22.8,26.7,34.0,35.3,17.8,3.6,22.384,117.9,117.9,226.3,108.4,34,jalen_brunson
